Company,Location HQ,Industry,# Laid Off,Date,Source,$ Raised (mm),Stage,Date Added,Country,%,List of Employees Laid Off
Bestow,Dallas,Finance,41,2022-06-24T00:00:00.000Z,https://coverager.com/layoffs-at-bestow/,137,Series C,2022-06-27T23:53:17.000Z,United States,0.14,
Ethos Life,SF Bay Area,Finance,40,2022-06-24T00:00:00.000Z,https://www.coverager.com/ethos-lays-off-40-employees/,406,Series D,2022-06-26T02:39:42.000Z,United States,0.12,
Feather,New York City,Retail,,2022-06-24T00:00:00.000Z,Internal memo,76,Unknown,2022-06-25T00:19:35.000Z,United States,,
Give Legacy,Boston,Healthcare,,2022-06-24T00:00:00.000Z,https://www.bizjournals.com/boston/news/2022/06/24/male-fertility-startup-legacy-layoffs.html,45,Series B,2022-07-20T03:35:38.000Z,United States,,
Netflix,SF Bay Area,Media,300,2022-06-23T00:00:00.000Z,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,121900,Post-IPO,2022-06-23T19:35:36.000Z,United States,0.03,
Aura,Boston,Security,70,2022-06-23T00:00:00.000Z,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,500,Series F,2022-06-25T23:05:37.000Z,United States,0.09,
Pipl,Spokane,Security,22,2022-06-23T00:00:00.000Z,https://en.globes.co.il/en/article-fake-profile-finder-pipl-firing-22-hiring-50-1001416113,19,Unknown,2022-06-23T14:59:19.000Z,United States,0.13,
Vouch,SF Bay Area,Finance,15,2022-06-23T00:00:00.000Z,Internal memo,159,Series C,2022-06-23T23:48:04.000Z,United States,0.07,
Voyage SMS,Los Angeles,Marketing,8,2022-06-23T00:00:00.000Z,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,10,Unknown,2022-06-30T02:58:16.000Z,United States,0.13,
Esper,Seattle,Other,,2022-06-23T00:00:00.000Z,https://www.geekwire.com/2022/seattle-startup-esper-cuts-12-of-staff-citing-current-economic-climate-as-tech-layoffs-continue/,10,Series A,2022-06-23T18:45:10.000Z,United States,0.12,
Kune,"Nairobi,Non-U.S.",Food,,2022-06-23T00:00:00.000Z,https://www.linkedin.com/posts/robinreecht_sad-day-kune-food-closed-down-today-since-activity-6945419207807221760-p9K6/,1,Seed,2022-06-23T15:01:11.000Z,Kenya,1,
Mark43,New York City,Other,,2022-06-23T00:00:00.000Z,https://www.linkedin.com/news/story/police-tech-startup-cuts-staff-5904746/,229,Series E,2022-06-23T17:21:35.000Z,United States,,
Orchard,New York City,Real Estate,,2022-06-23T00:00:00.000Z,https://www.linkedin.com/posts/orchardhomes_it-is-with-a-lot-of-sadness-that-we-share-activity-6945830698826027008-_3y5/,472,Series D,2022-06-23T22:28:14.000Z,United States,0.1,
Ro,New York City,Healthcare,,2022-06-23T00:00:00.000Z,https://techcrunch.com/2022/06/23/ro-cuts-18-of-staff-despite-narrowing-focus-raising-additional-capital/,1000,Unknown,2022-06-23T21:53:13.000Z,United States,0.18,
StreamElements,"Tel Aviv,Non-U.S.",Media,,2022-06-23T00:00:00.000Z,https://esportsinsider.com/2022/06/streamelements-restructures-20-percent-workforce/,111,Series B,2022-06-24T18:01:32.000Z,Israel,0.2,
MasterClass,SF Bay Area,Education,120,2022-06-22T00:00:00.000Z,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,461,Series E,2022-06-23T03:57:08.000Z,United States,0.2,
IronNet,Washington D.C.,Security,90,2022-06-22T00:00:00.000Z,https://www.crn.com/news/security/ironnet-lays-off-35-percent-of-staff-raises-going-concern-red-flag,410,Post-IPO,2022-09-17T14:34:04.000Z,United States,0.35000000000000003,
Bungalow,SF Bay Area,Real Estate,70,2022-06-22T00:00:00.000Z,Internal memo,171,Series C,2022-06-23T04:10:48.000Z,United States,,
IronNet,Washington D.C.,Security,55,2022-06-22T00:00:00.000Z,https://ir.ironnet.com/financials/all-sec-filings##document-520-0001193125-22-180852-1,410,Post-IPO,2022-06-25T00:16:32.000Z,United States,0.17,
Sprinklr,New York City,Support,50,2022-06-22T00:00:00.000Z,https://www.businessinsider.com/sprinklr-layoff-marketing-department-martech-2022-7,429,Post-IPO,2022-06-26T02:41:14.000Z,United States,,
Superpedestrian,Boston,Transportation,35,2022-06-22T00:00:00.000Z,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,261,Series C,2022-06-23T04:01:42.000Z,United States,0.07,
Voi,"Stockholm,Non-U.S.",Transportation,35,2022-06-22T00:00:00.000Z,https://www.voiscooters.com/blog/increased-focus-on-profitability/,515,Series D,2022-06-23T03:58:30.000Z,United States,0.1,
Balto,St. Louis,Sales,30,2022-06-22T00:00:00.000Z,https://www.bizjournals.com/stlouis/inno/stories/news/2022/06/22/software-startup-balto-lays-off-about-30-employees.html,51,Series B,2022-06-23T04:13:07.000Z,United States,,
Ritual,"Toronto,Non-U.S.",Food,23,2022-06-22T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,134,Series C,2022-06-23T04:03:46.000Z,Canada,0.16,
Mindgeek,"Luxembourg,Non-U.S.",Media,,2022-06-22T00:00:00.000Z,https://variety.com/2022/digital/news/pornhub-layoffs-nonconsensual-sex-videos-1235300666/,,Unknown,2022-06-26T23:51:31.000Z,Luxembourg,,
Voly,"Sydney,Non-U.S.",Food,,2022-06-22T00:00:00.000Z,https://www.smh.com.au/business/entrepreneurship/grocery-delivery-startup-voly-slashes-operations-as-tech-sector-slumps-20220620-p5av60.html,13,Seed,2022-06-23T04:15:27.000Z,Australia,0.5,
Ebanx,"Curitiba,Non-U.S.",Finance,340,2022-06-21T00:00:00.000Z,https://www.reuters.com/technology/brazils-ebanx-lays-off-20-employees-cuts-sweep-tech-sector-2022-06-21/,460,Series B,2022-06-22T03:39:31.000Z,Brazil,0.2,
TaskUs,Los Angeles,Support,52,2022-06-21T00:00:00.000Z,Internal memo,279,Post-IPO,2022-06-22T03:58:25.000Z,United States,0,
Community,Los Angeles,Marketing,40,2022-06-21T00:00:00.000Z,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,40,Unknown,2022-06-22T03:44:30.000Z,United States,0.3,
Sourcegraph,SF Bay Area,Product,24,2022-06-21T00:00:00.000Z,https://newsletter.pragmaticengineer.com/p/the-scoop-15,248,Series D,2022-06-23T20:59:56.000Z,United States,0.08,
Frubana,"Bogota,Non-U.S.",Food,,2022-06-21T00:00:00.000Z,https://www.bloomberglinea.com/english/ebanx-frubana-layoff-staff-as-latam-startups-feel-market-backdrop/,202,Series C,2022-06-22T04:07:20.000Z,Colombia,0.03,
SuperLearn,"Bengaluru,Non-U.S.",Education,,2022-06-21T00:00:00.000Z,https://inc42.com/buzz/another-edtech-startup-bites-the-dust-bengaluru-based-superlearn-shuts-shop/,0,Seed,2022-06-22T03:36:06.000Z,India,1,
Tray.io,SF Bay Area,Data,,2022-06-21T00:00:00.000Z,Internal memo,109,Series C,2022-06-22T03:46:41.000Z,United States,0.1,
Bybit,"Singapore,Non-U.S.",Crypto,600,2022-06-20T00:00:00.000Z,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,,Unknown,2022-06-22T03:41:17.000Z,Singapore,0.3,
SummerBio,SF Bay Area,Healthcare,101,2022-06-20T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,7,Unknown,2022-06-22T03:34:01.000Z,United States,1,
Trax,"Singapore,Non-U.S.",Retail,100,2022-06-20T00:00:00.000Z,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,1000,Series E,2022-06-21T03:18:53.000Z,Singapore,0.12,
Aqgromalin,"Chennai,Non-U.S.",Food,80,2022-06-20T00:00:00.000Z,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,12,Unknown,2022-06-21T03:31:03.000Z,India,0.3,
Bonsai,"Toronto,Non-U.S.",Retail,30,2022-06-20T00:00:00.000Z,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,27,Series A,2022-06-21T03:21:24.000Z,Canada,0.55,
Brighte,"Sydney,Non-U.S.",Energy,30,2022-06-20T00:00:00.000Z,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,145,Series C,2022-06-21T03:34:28.000Z,Australia,0.15,
Buzzer,New York City,Media,,2022-06-20T00:00:00.000Z,https://www.sportico.com/business/tech/2022/buzzer-layoffs-20-million-funding-1234679187/,32,Unknown,2022-06-22T03:43:08.000Z,United States,0.2,
Bybit,"Singapore,Non-U.S.",Crypto,,2022-06-20T00:00:00.000Z,https://twitter.com/WuBlockchain/status/1538807715861962752,,Unknown,2022-12-04T23:06:09.000Z,Singapore,,
CityMall,"Gurugram,Non-U.S.",Retail,191,2022-06-19T00:00:00.000Z,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,112,Series C,2022-06-19T18:38:54.000Z,India,0.3,
BitOasis,"Dubai,Non-U.S.",Crypto,9,2022-06-19T00:00:00.000Z,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,30,Series B,2022-06-21T03:32:42.000Z,United Arab Emirates,0.05,
Unacademy,"Bengaluru,Non-U.S.",Education,150,2022-06-18T00:00:00.000Z,https://www.moneycontrol.com/news/business/startup/softbank-backed-unacademy-lays-off-another-150-employees-8703281.html,838,Series H,2022-06-19T17:09:34.000Z,India,0.03,
Bytedance,"Shanghai,Non-U.S.",Consumer,150,2022-06-17T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-06-17/bytedance-disbands-shanghai-games-studio-in-expansion-setback#xj4y7vzkg,9400,Unknown,2022-06-17T16:28:13.000Z,China,,
Socure,Reno,Finance,69,2022-06-17T00:00:00.000Z,https://www.forbes.com/sites/jeffkauflin/2022/06/17/high-flying-unicorn-socure-lays-off-13-of-staff-as-troubles-in-fintech-spread/?sh=527a320b606c,646,Series E,2022-06-18T20:20:17.000Z,United States,0.13,
Finite State,Columbus,Security,16,2022-06-17T00:00:00.000Z,https://www.bizjournals.com/columbus/inno/stories/news/2022/06/17/startup-finite-state-layoffs.html,49,Series B,2022-06-18T16:20:59.000Z,United States,0.2,
JOKR,New York City,Food,50,2022-06-16T00:00:00.000Z,https://techcrunch.com/2022/06/16/jokr-grocery-delivery-leaving-us-latin-america/,430,Series B,2022-06-19T18:40:46.000Z,United States,0.05,
Zumper,SF Bay Area,Real Estate,45,2022-06-16T00:00:00.000Z,https://therealdeal.com/2022/06/16/zumper-slashes-15-of-staff/,178,Series D,2022-06-16T15:31:29.000Z,United States,0.15,
PharmEasy,"Mumbai,Non-U.S.",Healthcare,40,2022-06-16T00:00:00.000Z,https://inc42.com/buzz/ipo-bound-pharmeasy-lays-off-40-employees-from-docon/,1600,Unknown,2022-06-17T03:06:34.000Z,India,,
Circulo Health,Columbus,Healthcare,,2022-06-16T00:00:00.000Z,https://www.axios.com/pro/health-tech-deals/2022/06/16/circulo-health-layoffs,50,Series A,2022-06-17T21:41:35.000Z,United States,0.5,
Swappie,"Helsinki,Non-U.S.",Retail,250,2022-06-15T00:00:00.000Z,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,169,Series C,2022-06-15T23:03:52.000Z,Finland,0.17,
Wealthsimple,"Toronto,Non-U.S.",Finance,159,2022-06-15T00:00:00.000Z,https://www.piquenewsmagazine.com/national-business/wealthsimple-to-layoff-13-of-staff-amid-market-volatility-5481248,900,Unknown,2022-06-15T16:52:33.000Z,Canada,0.13,
Weee!,SF Bay Area,Food,150,2022-06-15T00:00:00.000Z,https://www.businessinsider.com/softbank-backed-grocer-weee-laid-off-10-percent-of-its-staff-amid-a-slowdown-in-online-grocery-2022-6,863,Series E,2022-06-19T17:18:46.000Z,United States,0.1,
Notarize,Boston,Legal,110,2022-06-15T00:00:00.000Z,https://www.bizjournals.com/boston/news/2022/06/15/notarize-cuts-25-of-staff-in-latest-tech-layoff.html,213,Series D,2022-06-16T02:44:57.000Z,United States,0.25,
Elementor,"Tel Aviv,Non-U.S.",Media,60,2022-06-15T00:00:00.000Z,https://en.globes.co.il/en/article-elementor-begins-laying-off-15-of-workforce-1001415176,65,Unknown,2022-06-15T22:59:42.000Z,Israel,0.15,
Tonkean,SF Bay Area,Other,23,2022-06-15T00:00:00.000Z,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,83,Series B,2022-06-15T23:19:03.000Z,United States,0.23,
Airtame,"Copenhagen,Non-U.S.",Consumer,15,2022-06-15T00:00:00.000Z,Internal memo,7,Unknown,2022-06-16T04:08:41.000Z,Denmark,,
OpenWeb,"Tel Aviv,Non-U.S.",Media,14,2022-06-15T00:00:00.000Z,https://en.globes.co.il/en/article-openweb-announces-streamlining-plan-including-layoffs-1001415224,223,Series E,2022-06-15T22:17:08.000Z,Israel,0.05,
Swyft,"Toronto,Non-U.S.",Logistics,10,2022-06-15T00:00:00.000Z,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,20,Series A,2022-06-15T15:15:38.000Z,Canada,0.3,
Crehana,"Lima,Non-U.S.",Education,,2022-06-15T00:00:00.000Z,https://www.bloomberglinea.com/2022/06/15/crehana-confirma-que-hizo-despidos-pero-desliga-la-decision-a-crisis-de-startups/,93,Series B,2022-06-22T04:05:22.000Z,Peru,,
JetClosing,Seattle,Real Estate,,2022-06-15T00:00:00.000Z,https://www.geekwire.com/2022/seattle-startup-jetclosing-which-launched-in-2016-to-digitize-home-closing-process-is-shutting-down/,44,Series B,2022-08-02T03:47:02.000Z,United States,1,
Coinbase,SF Bay Area,Crypto,1100,2022-06-14T00:00:00.000Z,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,549,Post-IPO,2022-06-14T14:26:40.000Z,United States,0.18,
Redfin,Seattle,Real Estate,470,2022-06-14T00:00:00.000Z,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,319,Post-IPO,2022-06-14T16:40:23.000Z,United States,0.08,
Compass,New York City,Real Estate,450,2022-06-14T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,1600,Post-IPO,2022-06-14T16:41:15.000Z,United States,0.1,
Sami,"Sao Paulo,Non-U.S.",Healthcare,75,2022-06-14T00:00:00.000Z,https://braziljournal.com/sami-demite-15-para-conter-queima-de-caixa/,36,Unknown,2022-06-14T21:58:47.000Z,Brazil,0.15,
Breathe,"New Delhi,Non-U.S.",Healthcare,50,2022-06-14T00:00:00.000Z,https://inc42.com/buzz/accel-backed-breathe-well-being-lays-off-50-employees/,6,Series A,2022-06-16T02:53:53.000Z,India,0.33,
Hunty,"Bogota,Non-U.S.",HR,30,2022-06-14T00:00:00.000Z,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,6,Seed,2022-06-15T14:27:17.000Z,Colombia,,
TIFIN,Boulder,Crypto,24,2022-06-14T00:00:00.000Z,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,204,Series D,2022-06-15T14:46:13.000Z,United States,0.1,
Addi,"Bogota,Non-U.S.",Finance,,2022-06-14T00:00:00.000Z,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,376,Series C,2022-06-15T14:26:14.000Z,Colombia,,
Shopee,"Singapore,Non-U.S.",Food,,2022-06-14T00:00:00.000Z,https://asia.nikkei.com/Spotlight/DealStreetAsia/Sea-s-e-commerce-arm-Shopee-to-cut-staff-across-Southeast-Asia,,Unknown,2022-06-14T14:56:27.000Z,Singapore,,
BlockFi,New York City,Crypto,250,2022-06-13T00:00:00.000Z,https://blockfi.com/a-message-from-our-founders,1000,Series E,2022-06-13T16:19:56.000Z,United States,0.2,
Wave Sports and Entertainment,Los Angeles,Media,56,2022-06-13T00:00:00.000Z,https://dot.la/wave-sports-entertainment-layoffs-2657504206.html,65,Series B,2022-06-16T02:55:47.000Z,United States,0.33,
Studio,SF Bay Area,Education,33,2022-06-13T00:00:00.000Z,Internal memo,50,Series B,2022-06-14T14:48:08.000Z,United States,0.4,
Automox,Boulder,Infrastructure,,2022-06-13T00:00:00.000Z,https://www.linkedin.com/posts/automox_today-due-to-the-broader-economic-climate-activity-6942147336605233152-S-xy/,152,Series C,2022-06-14T14:50:22.000Z,United States,,
Desktop Metal,Boston,Other,,2022-06-13T00:00:00.000Z,https://www.marketwatch.com/amp/story/desktop-metal-to-lay-off-about-12-of-workforce-271655121739,811,Post-IPO,2022-06-13T16:23:46.000Z,United States,0.12,
