Company,Location HQ,Industry,# Laid Off,%,Date,Source,Stage,Date Added,Country,$ Raised (mm),List of Employees Laid Off
Oatly,"Malmö,Non-U.S.",Food,,,2022-11-15T00:00:00.000Z,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html,Post-IPO,2022-11-17T00:02:43.000Z,Sweden,441,
OfferUp,Seattle,Retail,,0.19,2022-11-15T00:00:00.000Z,https://www.geekwire.com/2022/more-tech-layoffs-hit-seattle-region-as-mobile-marketplace-offerup-cuts-19-of-workforce/,Unknown,2022-11-17T00:19:49.000Z,United States,381,
Outside,Boulder,Media,,0.12,2022-11-15T00:00:00.000Z,https://www.crunchbase.com/organization/pocket-outdoor-media,Series B,2022-11-17T04:41:17.000Z,United States,174,
Rubicon Technologies,Lexington,Other,,0.11,2022-11-15T00:00:00.000Z,https://www.sec.gov/Archives/edgar/data/1862068/000182912622019365/rubicontech_8k.htm,Post-IPO,2022-11-19T23:30:59.000Z,United States,382,
Tencent,"Shenzen,Non-U.S.",Consumer,,,2022-11-15T00:00:00.000Z,https://www.reuters.com/technology/chinas-tencent-starts-new-round-layoffs-sources-2022-11-15/,Post-IPO,2022-11-17T04:26:40.000Z,China,12600,
Typeform,"Barcelona,Non-U.S.",Marketing,,,2022-11-15T00:00:00.000Z,Internal memo,Series C,2022-11-17T00:35:58.000Z,Spain,187,
Whispir,"Melbourne,Non-U.S.",Other,,0.3,2022-11-15T00:00:00.000Z,https://www.afr.com/technology/whispir-cuts-30pc-of-staff-shares-surge-40pc-20221115-p5byfw,Post-IPO,2022-11-17T00:38:44.000Z,Australia,68,
Illumina,San Diego,Healthcare,500,0.05,2022-11-14T00:00:00.000Z,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,Post-IPO,2022-11-17T00:51:24.000Z,United States,28,
Sema4,Stamford,Healthcare,500,,2022-11-14T00:00:00.000Z,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,Post-IPO,2022-11-14T17:34:33.000Z,United States,791,
iFit,Logan,Fitness,300,0.2,2022-11-14T00:00:00.000Z,https://www.sltrib.com/news/2022/11/14/hundreds-utah-jobs-cut-logans/,Private Equity,2022-11-17T00:04:02.000Z,United States,200,
Ribbon,New York City,Real Estate,170,0.85,2022-11-14T00:00:00.000Z,https://www.businessinsider.com/ribbon-more-layoffs-proptech-startup-economic-uncertainty-2022-11,Series C,2022-11-22T04:26:33.000Z,United States,405,
Pipedrive,"Tallin,Non-U.S.",Sales,143,0.15,2022-11-14T00:00:00.000Z,https://digipro.geenius.ee/rubriik/uudis/tehnoloogiasektori-koondamislaine-joudis-ka-eestisse-pipedrive-laseb-lahti-143-tootajat/,Private Equity,2022-11-15T04:26:21.000Z,Estonia,90,https://docs.google.com/spreadsheets/d/1v6E7i9v-Qq6dWNAaIc7GNgVpvI1EJb4xUEz1EJAeh84/edit#gid=1697051533
Intercom,SF Bay Area,Support,124,0.13,2022-11-14T00:00:00.000Z,https://www.siliconrepublic.com/business/intercom-job-cuts-ireland-global,Series D,2022-11-14T19:32:41.000Z,United States,240,
"Science 37 ",Los Angeles,Healthcare,90,,2022-11-14T00:00:00.000Z,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,Post-IPO,2022-11-14T19:31:26.000Z,United States,347,
Pear Therapeutics,Boston,Healthcare,59,0.22,2022-11-14T00:00:00.000Z,https://peartherapeutics.com/pear-therapeutics-reports-third-quarter-2022-results/,Post-IPO,2022-11-17T04:34:57.000Z,United States,409,
Cardlytics,Atlanta,Marketing,51,,2022-11-14T00:00:00.000Z,https://www.marketscreener.com/quote/stock/CARDLYTICS-INC-40680969/news/Cardlytics-to-Terminate-51-Employees-Appoints-John-Balen-Chairman-Shares-up-After-Hours-42312731/,Post-IPO,2022-11-15T04:36:23.000Z,United States,212,
Cloudinary,SF Bay Area,Media,40,0.08,2022-11-14T00:00:00.000Z,"https://www.calcalistech.com/ctechnews/article/h1sioa1li#:~:text=Israeli%20unicorn%20Cloudinary%2C%20which%20has,total%20of%20around%2040%20employees.",Unknown,2022-11-17T04:25:33.000Z,United States,100,
Nestcoin,"Lagos,Non-U.S.",Crypto,30,,2022-11-14T00:00:00.000Z,https://techcrunch.com/2022/11/14/african-web3-startup-nestcoin-declares-it-held-its-assests-in-ftx-lays-off-employees/,Seed,2022-11-20T00:07:49.000Z,Nigeria,6,
Gokada,"Lagos,Non-U.S.",Transportation,20,,2022-11-14T00:00:00.000Z,https://techcabal.com/2023/02/02/gokada-layoffs-affects-54/,Unknown,2023-02-02T16:36:15.000Z,Nigeria,12,
Shopee,"Jakarta,Non-U.S.",Food,,,2022-11-14T00:00:00.000Z,https://www.straitstimes.com/business/sea-e-commerce-arm-shopee-cuts-jobs-in-third-round-of-layoffs-this-year-including-in-s-pore,Unknown,2022-11-15T04:44:20.000Z,Indonesia,,
Tricida,SF Bay Area,Healthcare,,0.5700000000000001,2022-11-14T00:00:00.000Z,https://seekingalpha.com/pr/19020683-tricida-announces-third-quarter-2022-financial-results,Post-IPO,2023-01-19T04:12:32.000Z,United States,624,
Veev,SF Bay Area,Real Estate,100,0.3,2022-11-11T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjkataiss,Series D,2022-11-12T02:57:34.000Z,United States,597,
Forto,"Berlin,Non-U.S.",Logistics,60,0.08,2022-11-11T00:00:00.000Z,https://www.deutsche-startups.de/2022/11/11/forto-delivery-hero-stuffle-burnout-hr-startups/,Series D,2023-01-04T15:56:09.000Z,United States,593,
Chipax,"Santiago,Non-U.S.",Finance,,,2022-11-11T00:00:00.000Z,https://www.linkedin.com/posts/chipax_talento-disponible-chipax-activity-7003341302985551872-45cE/,Seed,2022-12-14T17:59:53.000Z,Chile,2,https://docs.google.com/spreadsheets/d/1YjnAk6cMTE6DysuKXZ0Oo4pf9zuRmhBJtIIcwzbiVnQ/edit#gid=0
Juniper,Atlanta,Marketing,,,2022-11-11T00:00:00.000Z,https://www.linkedin.com/posts/bill-furlong-0895451_juniper-announced-layoffs-today-impacting-activity-6997051846091554816-XniX/,Acquired,2022-11-17T04:28:59.000Z,United States,,
Offerpad,Phoenix,Real Estate,,0.07,2022-11-11T00:00:00.000Z,https://www.bizjournals.com/phoenix/news/2022/11/11/offerpad-zillow-opendoor-redfin-arizona-layoffs.html,Post-IPO,2022-11-17T02:43:48.000Z,United States,355,
GoTo Group,"Jakarta,Non-U.S.",Transportation,1300,0.12,2022-11-10T00:00:00.000Z,https://www.reuters.com/technology/indonesias-goto-cuts-1300-workers-or-12-total-employees-2022-11-18/,Post-IPO,2022-11-11T05:06:07.000Z,Indonesia,1300,https://coda.io/@daanyal-kamaal/goto-alumni-list
Juul,SF Bay Area,Consumer,400,0.3,2022-11-10T00:00:00.000Z,https://www.cnbc.com/2022/11/10/juul-strikes-financing-deal-plans-to-cut-jobs-to-dodge-bankruptcy.html,Unknown,2022-11-10T22:01:09.000Z,United States,1500,
Blend,SF Bay Area,Finance,100,0.06,2022-11-10T00:00:00.000Z,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,Post-IPO,2022-12-09T05:11:03.000Z,United States,665,
InfluxData,SF Bay Area,Data,65,0.27,2022-11-10T00:00:00.000Z,Internal memo,Series D,2022-11-12T04:19:56.000Z,United States,119,
Coinbase,SF Bay Area,Crypto,60,,2022-11-10T00:00:00.000Z,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,Post-IPO,2022-11-10T19:40:04.000Z,United States,549,
SoundHound,SF Bay Area,Other,45,0.1,2022-11-10T00:00:00.000Z,https://techcrunch.com/2022/11/10/soundhound-layoffs/,Post-IPO,2022-11-10T16:28:16.000Z,United States,326,
Wistia,Boston,Marketing,40,,2022-11-10T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6996584795774328832/,Unknown,2022-11-11T00:46:16.000Z,United States,18,
Ocavu,Lehi,Crypto,20,0.48,2022-11-10T00:00:00.000Z,https://www.sltrib.com/news/2022/11/10/company-partnering-with-byu-nft/,Series A,2022-11-12T04:10:36.000Z,United States,11,
Avast,Phoenix,Security,,0.25,2022-11-10T00:00:00.000Z,https://cijeurope.com/en/gen-digital-to-lay-off-about-a-quarter-of-its-staff-in-czechia/post.html,Unknown,2022-11-17T04:19:58.000Z,United States,,https://www.weworkedatavastnorton.com/
Reforge,SF Bay Area,Education,,,2022-11-10T00:00:00.000Z,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-activity-6996635113606316033-aQuf/,Series B,2022-11-12T03:12:20.000Z,United States,81,https://docs.google.com/spreadsheets/d/1SOCiuBuJ50GdZO2zsTxYizcD8W9nfRYraJmLfbjekh0/edit
SendCloud,"Eindhoven,Non-U.S.",Logistics,,0.1,2022-11-10T00:00:00.000Z,https://www.linkedin.com/posts/robvandenheuvel92_the-past-weeks-have-been-hard-on-our-team-activity-6996417331459457026-QXWF/,Series C,2022-11-10T23:09:11.000Z,United States,200,
Voly,"Sydney,Non-U.S.",Food,,,2022-11-10T00:00:00.000Z,https://www.news.com.au/finance/business/retail/australian-grocery-delivery-startup-cuts-more-staff-after-18m-fundraise/news-story/694e7bdd0241e76b43a36a75e58a2287,Seed,2022-11-17T00:08:02.000Z,Australia,13,
Wavely,SF Bay Area,HR,,1,2022-11-10T00:00:00.000Z,https://www.wavely.com/talentresources/wavely-shutting-down,Unknown,2022-11-11T05:10:40.000Z,United States,,
ZenBusiness,Austin,Other,,,2022-11-10T00:00:00.000Z,https://www.bizjournals.com/austin/inno/stories/news/2022/11/10/layoffs-at-zenbusiness.html,Series C,2022-11-11T05:08:54.000Z,United States,277,
Meta,SF Bay Area,Consumer,11000,0.13,2022-11-09T00:00:00.000Z,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,Post-IPO,2022-11-09T15:04:03.000Z,United States,26000,https://docs.google.com/spreadsheets/d/1edAZoFG25lJpfSpTuJzD9hGijSzRfZ8v84H_Zak4gug/edit
Redfin,Seattle,Real Estate,862,0.13,2022-11-09T00:00:00.000Z,https://www.businessinsider.com/redfin-layoffs-home-flipping-business-redfinnow-shut-down-2022-11,Post-IPO,2022-11-09T15:29:40.000Z,United States,320,
Flyhomes,Seattle,Real Estate,300,0.4,2022-11-09T00:00:00.000Z,https://www.geekwire.com/2022/flyhomes-does-another-round-of-layoffs-as-housing-market-hurts-real-estate-tech-companies/,Series C,2022-11-10T00:52:16.000Z,United States,310,
AvantStay,Los Angeles,Travel,144,0.22,2022-11-09T00:00:00.000Z,https://shorttermrentalz.com/news/avantstay-workforce-redundancies-round/,Private Equity,2022-11-11T00:09:45.000Z,United States,686,
Root Insurance,Columbus,Finance,137,0.2,2022-11-09T00:00:00.000Z,https://www.dispatch.com/story/business/employment/2022/11/09/columbus-company-root-to-cut-20-of-its-workforce/69635184007/,Post-IPO,2022-11-10T00:53:00.000Z,United States,527,
Liftoff,SF Bay Area,Marketing,130,0.15,2022-11-09T00:00:00.000Z,Internal memo,Acquired,2022-11-17T00:34:12.000Z,United States,6,
Cameo,Chicago,Consumer,80,,2022-11-09T00:00:00.000Z,https://www.theinformation.com/briefings/cameo-lays-off-staff-for-second-time-this-year,Unknown,2022-11-09T20:15:52.000Z,United States,165,
Plum,"Bengaluru,Non-U.S.",Healthcare,36,0.1,2022-11-09T00:00:00.000Z,https://www.moneycontrol.com/news/business/announcements/tiger-global-backed-plum-insurance-lays-off-36-employees-9478371.html,Series A,2022-11-11T00:04:51.000Z,India,20,
Kabam,SF Bay Area,Consumer,35,0.07,2022-11-09T00:00:00.000Z,https://techcrunch.com/2022/11/09/kabam-layoffs/,Acquired,2022-11-09T21:14:41.000Z,United States,244,
HighRadius,"Bengaluru,Non-U.S.",Finance,25,,2022-11-09T00:00:00.000Z,https://www.newindianexpress.com/business/2022/nov/17/indian-employees-of-us-based-software-firm-highradius-furious-and-upset-over-manner-they-were-sacked-2519198.html,Series C,2022-12-07T06:24:42.000Z,India,475,
Namogoo,"Tel Aviv,Non-U.S.",Marketing,25,0.15,2022-11-09T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjjawkyri,Series C,2023-01-24T05:25:30.000Z,United States,69,
Amobee,SF Bay Area,Marketing,,,2022-11-09T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6996113373260054528/,Acquired,2022-11-13T06:49:04.000Z,United States,72,https://www.amobee.com/alumni/
CloudFactory,"Nairobi,Non-U.S.",Data,,0.12,2022-11-09T00:00:00.000Z,https://time.com/6234014/tech-layoffs-twitter-amazon-global-workers/,Private Equity,2022-11-20T00:10:45.000Z,Kenya,78,
Coursera,SF Bay Area,Education,,,2022-11-09T00:00:00.000Z,https://blog.coursera.org/changes-to-the-coursera-team/,Post-IPO,2022-11-10T01:02:29.000Z,United States,458,https://docs.google.com/spreadsheets/d/e/2PACX-1vTghknX9vf-3mHhAyyWVjLIF_2wvqnMF320_4XYIPVmQoZ1u7m8asOxlhJ0F-8Hgwbk1BqIpCgj-wem/pubhtml?gid=1240424118&single=true
Faze Medicines,Boston,Healthcare,,1,2022-11-09T00:00:00.000Z,https://www.bizjournals.com/boston/news/2022/11/09/faze-medicines-shutdown-third-rock-ventures.html,Series B,2022-11-12T02:58:46.000Z,United States,81,
RingCentral,SF Bay Area,Other,,0.1,2022-11-09T00:00:00.000Z,https://www.barrons.com/articles/ringcentral-cuts-staff-earnings-51668030815,Post-IPO,2022-11-10T16:33:18.000Z,United States,44,
Spotify,"Stockholm,Non-U.S.",Media,,,2022-11-09T00:00:00.000Z,https://www.digitalmusicnews.com/2022/11/09/spotify-layoffs-november-2022/,Post-IPO,2022-11-10T23:10:26.000Z,Sweden,2100,
EverBridge,Boston,Other,200,,2022-11-08T00:00:00.000Z,https://www.bizjournals.com/boston/news/2022/11/08/everbridge-to-lay-off-200-workers.html,Post-IPO,2023-01-19T04:46:16.000Z,United States,476,
Repertoire Immune Medicines,Boston,Healthcare,65,0.5,2022-11-08T00:00:00.000Z,https://www.bizjournals.com/boston/news/2022/11/07/repertoire-immune-medicines-layoffs-2022-biotech.html,Series B,2022-11-09T00:42:29.000Z,United States,257,
Astra,SF Bay Area,Aerospace,,0.16,2022-11-08T00:00:00.000Z,https://www.linkedin.com/posts/chrisckemp_today-we-made-the-difficult-decision-to-activity-6995868932138033153-knfZ/,Post-IPO,2022-11-09T00:43:26.000Z,United States,300,
Beat,"Athens,Non-U.S.",Transportation,,,2022-11-08T00:00:00.000Z,https://www.linkedin.com/posts/thebeatapp_hello-from-beat-we-would-like-to-share-activity-6995832143574622208--0fX/,Series B,2022-11-11T00:45:27.000Z,Greece,6,
NanoString,Seattle,Healthcare,,0.1,2022-11-08T00:00:00.000Z,https://www.genomeweb.com/business-news/nanostring-technologies-delivers-underwhelming-q3-lays-10-percent-workforce#.Y3MWTuzMK58,Post-IPO,2022-11-17T00:09:01.000Z,United States,731,
SADA,Los Angeles,Other,,0.11,2022-11-08T00:00:00.000Z,https://www.linkedin.com/posts/safoian_today-we-say-goodbye-to-11-of-our-sada-activity-6995835385201213440-MTMJ/,Acquired,2022-11-09T03:44:26.000Z,United States,,
Salesforce,SF Bay Area,Sales,1000,0.01,2022-11-07T00:00:00.000Z,https://www.cnbc.com/2022/11/08/salesforce-cut-hundreds-of-employees-on-monday.html,Post-IPO,2022-11-09T03:37:16.000Z,United States,65,
Unacademy,"Bengaluru,Non-U.S.",Education,350,0.1,2022-11-07T00:00:00.000Z,https://economictimes.indiatimes.com/tech/startups/unacademy-cuts-another-350-jobs-in-second-round-of-layoffs/articleshow/95361443.cms,Series H,2022-11-07T15:09:45.000Z,India,838,
Zendesk,SF Bay Area,Support,350,0.05,2022-11-07T00:00:00.000Z,https://twitter.com/GergelyOrosz/status/1589676662593302528,Acquired,2022-11-07T20:13:08.000Z,United States,85,
Dock,"Sao Paulo,Non-U.S.",Finance,190,0.12,2022-11-07T00:00:00.000Z,https://www.infomoney.com.br/negocios/exclusivo-startup-dock-nao-passa-ilesa-e-faz-demissao-em-massa/,Private Equity,2022-11-08T21:59:35.000Z,Brazil,280,
Code42,Minneapolis,Security,,0.15,2022-11-07T00:00:00.000Z,https://www.startribune.com/minneapolis-tech-firm-code42-lays-off-15-of-workforce/600222811/,Unknown,2022-11-08T04:35:50.000Z,United States,137,
Domino Data Lab,SF Bay Area,Data,,0.25,2022-11-07T00:00:00.000Z,https://docs.google.com/spreadsheets/d/1YKzaAkolJv-rem3UidjYFKk6VW1FyITeTAJrc8z0_Xc/edit#gid=0,Series F,2022-11-08T21:56:41.000Z,United States,223,
Varonis,New York City,Security,110,0.05,2022-11-06T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjfkkmrbo,Post-IPO,2022-11-06T18:20:41.000Z,United States,30,
Brainly,"Krakow,Non-U.S.",Education,25,,2022-11-06T00:00:00.000Z,https://www.newindianexpress.com/lifestyle/tech/2022/nov/06/poland-based-ed-tech-platform-brainly-fires-nearly-all-staff-in-india-2515584.html,Series D,2022-11-07T15:10:51.000Z,Poland,148,
Practically,"Hyderabad,Non-U.S.",Education,,,2022-11-06T00:00:00.000Z,https://www.moneycontrol.com/news/business/startup/k-12-edtech-firm-practically-lays-off-staffers-holds-salaries-citing-funds-crunch-9457711.html,Unknown,2022-11-06T18:21:49.000Z,India,14,
Twitter,SF Bay Area,Consumer,3700,0.5,2022-11-04T00:00:00.000Z,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,Post-IPO,2022-11-04T14:48:05.000Z,United States,12900,https://docs.google.com/spreadsheets/d/1OoD3pVxFl718fnxs_cEaOIbcj-45-qNKZFnE1jQW86M/edit#gid=0
Udaan,"Bengaluru,Non-U.S.",Retail,350,,2022-11-04T00:00:00.000Z,https://inc42.com/buzz/udaan-fires-350-employees-in-second-wave-of-layoffs-this-year/,Unknown,2022-11-05T03:35:56.000Z,India,1500,
Planetly,"Berlin,Non-U.S.",Other,200,1,2022-11-04T00:00:00.000Z,https://www.axios.com/pro/climate-deals/2022/11/04/planetly-shuts-down-layoffs-carbon-accounting,Acquired,2022-11-05T04:16:18.000Z,Germany,5,
KoinWorks,"Jakarta,Non-U.S.",Finance,70,0.08,2022-11-04T00:00:00.000Z,https://www.techinasia.com/koinworks-layoff-2022,Unknown,2022-11-27T23:31:11.000Z,Indonesia,180,
Exodus,Nebraska City,Crypto,59,0.22,2022-11-04T00:00:00.000Z,https://www.exodus.com/news/exodus-restructure/,Unknown,2022-11-12T03:13:26.000Z,United States,60,
Benitago Group,New York City,Retail,,0.14,2022-11-04T00:00:00.000Z,https://techcrunch.com/2022/11/04/benitago-group-lay-off-employees/,Series A,2022-11-05T04:53:50.000Z,United States,380,
Mythical Games,Los Angeles,Crypto,,0.1,2022-11-04T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-11-04/blockchain-game-studio-mythical-games-cuts-10-of-staff,Series C,2022-11-06T18:04:58.000Z,United States,260,
Stripe,SF Bay Area,Finance,1000,0.14,2022-11-03T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-11-03/stripe-cutting-headcount-by-14-as-it-readies-for-leaner-times,Series H,2022-11-03T14:49:15.000Z,United States,2300,https://docs.google.com/spreadsheets/u/1/d/1aJHTUlDqOomDd8dU45fg0ekQlPCm97dVWasvpj5bWmg/htmlview
Lyft,SF Bay Area,Transportation,700,0.13,2022-11-03T00:00:00.000Z,https://www.wsj.com/articles/lyft-plans-to-lay-off-hundreds-of-staffers-11667490092,Post-IPO,2022-11-03T15:55:24.000Z,United States,4900,https://docs.google.com/spreadsheets/d/1TAEhC3gGu_ooKIDSTiX9OYUIjAHf7doS-lYyzTR_miY/edit
LendingTree,Charlotte,Finance,200,,2022-11-03T00:00:00.000Z,https://investors.lendingtree.com/static-files/b06a0e39-53f1-480a-867f-230222a6a84c,Post-IPO,2023-01-23T23:20:10.000Z,United States,,
Pleo,"Copenhagen,Non-U.S.",Finance,150,0.15,2022-11-03T00:00:00.000Z,https://www.finextra.com/newsarticle/41262/danish-fintech-pleo-cuts-workforce-by-15,Series C,2022-11-03T18:50:02.000Z,United States,428,
Delivery Hero,"Berlin,Non-U.S.",Food,100,,2022-11-03T00:00:00.000Z,https://mobile.twitter.com/GergelyOrosz/status/1588220445039497222,Post-IPO,2022-11-05T03:40:05.000Z,Germany,8300,
Shippo,SF Bay Area,Logistics,60,0.2,2022-11-03T00:00:00.000Z,https://www.linkedin.com/posts/laurabehrenswu_today-we-made-the-difficult-decision-to-exit-activity-6994028038543851520-M9iZ/,Series E,2022-11-04T00:29:59.000Z,United States,154,
Affirm,SF Bay Area,Finance,,0.01,2022-11-03T00:00:00.000Z,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,Post-IPO,2022-11-04T03:39:14.000Z,United States,1500,
CloudKitchens,Los Angeles,Real Estate,,,2022-11-03T00:00:00.000Z,https://www.businessinsider.com/travis-kalanick-cloudkitchens-startup-is-cutting-jobs-2022-11,Unknown,2022-11-04T21:23:07.000Z,United States,1300,
LiveRamp,SF Bay Area,Marketing,,0.1,2022-11-03T00:00:00.000Z,https://www.marketscreener.com/quote/stock/LIVERAMP-HOLDINGS-INC-54039111/news/LIVERAMP-HOLDINGS-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42212180/,Post-IPO,2022-11-05T03:47:05.000Z,United States,16,
Provi,Chicago,Food,,,2022-11-03T00:00:00.000Z,https://www.chicagobusiness.com/technology/alcohol-ordering-startup-provi-sets-layoffs,Series C,2022-11-05T03:33:44.000Z,United States,150,
Rubius,Boston,Healthcare,,0.8200000000000001,2022-11-03T00:00:00.000Z,https://www.fiercebiotech.com/biotech/more-biotechs-hit-wall-rubius-lays-82-and-tricida-seeks-out-sale,Post-IPO,2022-11-17T04:35:49.000Z,United States,445,
Snapdocs,SF Bay Area,Real Estate,,0.15,2022-11-03T00:00:00.000Z,Internal memo,Series D,2022-11-05T03:49:38.000Z,United States,253,
Studio,SF Bay Area,Education,,,2022-11-03T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6993982210890485760/,Series B,2022-11-05T03:44:56.000Z,United States,50,https://docs.google.com/spreadsheets/d/1fsGXTNfMWJcpbEHFz0hXifyNCMKnxo9VOoofDf7MCXI/edit
Opendoor,SF Bay Area,Real Estate,550,0.18,2022-11-02T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-11-02/opendoor-lays-off-18-of-workers-in-wave-of-housing-cutbacks,Post-IPO,2022-11-02T17:07:34.000Z,United States,1900,https://coda.io/@opendoorosn/opendoor-os-national-talent-board
Chime,SF Bay Area,Finance,156,0.12,2022-11-02T00:00:00.000Z,https://www.theinformation.com/articles/chime-slashes-12-of-staff-marking-latest-casualty-in-fintech-meltdown,Series G,2022-11-02T17:29:00.000Z,United States,2300,
